Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD1316,Surat,BITS Pilani,3rd,Machine Learning,Referral
LD1317,Lucknow,Shiv Nadar University,2nd,Data Science,Mass-Mailing
LD1318,Indore,IIT Delhi,1st,AI,Facebook
LD1319,Delhi,XYZ University,1st,Cloud Computing,Referral
LD1320,Bangalore,BITS Pilani,2nd,Robotics,Facebook
LD1321,Delhi,Jadavpur University,4th,Machine Learning,Email
LD1322,Delhi,Shiv Nadar University,2nd,Cyber Security,Referral
LD1323,Chennai,Jamia Millia Islamia,1st,Electric Vehicle,Referral
LD1324,Pune,NIT Trichy,1st,Cloud Computing,Mass-Mailing
LD1325,Delhi,IIT Bombay,4th,AI,College Collaboration
LD1326,Bangalore,Shivaji University,4th,Data Science,Email
LD1327,Mumbai,Amity University,4th,Electric Vehicle,Facebook
LD1328,Pune,IIT Delhi,4th,Cloud Computing,Mass-Mailing
LD1329,Nagpur,IIT Bombay,1st,Data Science,Google Form
LD1330,Patna,IIT Bombay,1st,AI,LinkedIn
LD1331,Bhopal,University of Delhi,3rd,Cloud Computing,Mass-Mailing
LD1332,Ahmedabad,Jadavpur University,3rd,AI,Referral
LD1333,Coimbatore,SP College,3rd,Robotics,College Collaboration
LD1334,Hyderabad,XYZ University,4th,Electric Vehicle,Facebook
LD1335,Visakhapatnam,Amity University,3rd,Machine Learning,Google Form
LD1336,Chennai,NIT Trichy,2nd,Electric Vehicle,College Collaboration
LD1337,Surat,BITS Pilani,3rd,AI,Mass-Mailing
LD1338,Chandigarh,NIT Trichy,3rd,Data Science,Google Form
LD1339,Chandigarh,Jadavpur University,1st,Robotics,Instagram
LD1340,Trivandrum,XYZ University,1st,Robotics,Email
LD1341,Indore,BITS Pilani,2nd,Cloud Computing,WhatsApp
LD1342,Vadodara,IISc Bangalore,4th,Robotics,WhatsApp
LD1343,Coimbatore,SP College,4th,Cyber Security,Mass-Mailing
LD1344,Bangalore,Bharati Vidyapeeth,4th,Cloud Computing,Email
LD1345,Surat,Shivaji University,2nd,Cloud Computing,Email
LD1346,Visakhapatnam,XYZ University,3rd,Electric Vehicle,Email
LD1347,Chennai,Shivaji University,1st,Machine Learning,Referral
LD1348,Trivandrum,Shiv Nadar University,2nd,Machine Learning,Mass-Mailing
LD1349,Delhi,Shivaji University,2nd,Robotics,Facebook
LD1350,Ahmedabad,VIT Vellore,3rd,Machine Learning,WhatsApp
LD1351,Kolkata,BITS Pilani,3rd,Robotics,LinkedIn
LD1352,Visakhapatnam,BITS Pilani,1st,Cloud Computing,Mass-Mailing
LD1353,Bangalore,IIT Bombay,3rd,Machine Learning,Email
LD1354,Bhopal,SP College,4th,Machine Learning,WhatsApp
LD1355,Chandigarh,MIT Pune,1st,Machine Learning,Referral
LD1356,Surat,XYZ University,3rd,Data Science,Instagram
LD1357,Kolkata,University of Delhi,2nd,AI,Mass-Mailing
LD1358,Visakhapatnam,Shivaji University,3rd,Electric Vehicle,Email
LD1359,Pune,University of Delhi,4th,AI,College Collaboration
LD1360,Bangalore,IISc Bangalore,1st,AI,Email
LD1361,Indore,IIT Bombay,1st,Cyber Security,Facebook
LD1362,Bangalore,XYZ University,3rd,Electric Vehicle,College Collaboration
LD1363,Pune,IIT Delhi,1st,Machine Learning,LinkedIn
LD1364,Bangalore,VIT Vellore,1st,Robotics,Mass-Mailing
LD1365,Chennai,Manipal University,1st,Machine Learning,LinkedIn
LD1366,Patna,XYZ University,3rd,Cloud Computing,Instagram
LD1367,Trivandrum,NIT Warangal,3rd,Machine Learning,Google Form
LD1368,Chandigarh,Manipal University,1st,AI,Mass-Mailing
LD1369,Nagpur,Manipal University,2nd,Cloud Computing,Email
LD1370,Visakhapatnam,SP College,4th,Electric Vehicle,WhatsApp
LD1371,Bhopal,Jadavpur University,1st,Data Science,Google Form
LD1372,Jaipur,IISc Bangalore,2nd,Cloud Computing,Facebook
LD1373,Nagpur,SP College,4th,Robotics,Instagram
LD1374,Pune,SP College,2nd,Machine Learning,Referral
LD1375,Pune,IIT Bombay,4th,Cloud Computing,Facebook
LD1376,Chennai,Shivaji University,3rd,Cyber Security,Facebook
LD1377,Delhi,ABC Institute,4th,Data Science,Referral
LD1378,Indore,NIT Warangal,2nd,Data Science,Facebook
LD1379,Surat,MIT Pune,3rd,Data Science,Facebook
LD1380,Coimbatore,SP College,2nd,AI,Referral
LD1381,Delhi,MIT Pune,1st,AI,LinkedIn
LD1382,Mumbai,XYZ University,3rd,Robotics,Referral
LD1383,Indore,VIT Vellore,2nd,Robotics,Google Form
LD1384,Ahmedabad,Amity University,1st,AI,Google Form
LD1385,Trivandrum,VIT Vellore,3rd,AI,Google Form
LD1386,Nagpur,Shivaji University,2nd,Cyber Security,Google Form
LD1387,Visakhapatnam,SRM University,2nd,Machine Learning,Instagram
LD1388,Chandigarh,Manipal University,3rd,Robotics,Google Form
LD1389,Patna,IIT Bombay,2nd,Cloud Computing,Mass-Mailing
LD1390,Trivandrum,Jadavpur University,3rd,Robotics,WhatsApp
LD1391,Mumbai,ABC Institute,1st,Cyber Security,LinkedIn
LD1392,Indore,VIT Vellore,4th,AI,Google Form
LD1393,Chandigarh,VIT Vellore,3rd,Machine Learning,LinkedIn
LD1394,Ahmedabad,SP College,1st,Data Science,WhatsApp
LD1395,Patna,NIT Warangal,1st,AI,Mass-Mailing
LD1396,Vadodara,Shivaji University,1st,Cyber Security,LinkedIn
LD1397,Nagpur,NIT Trichy,3rd,Data Science,Referral
LD1398,Surat,MIT Pune,4th,Machine Learning,Facebook
LD1399,Visakhapatnam,Amity University,4th,Cyber Security,WhatsApp
LD1400,Chennai,Bharati Vidyapeeth,4th,Cloud Computing,WhatsApp
LD1401,Patna,IIT Bombay,1st,Machine Learning,Instagram
LD1402,Trivandrum,Bharati Vidyapeeth,4th,Electric Vehicle,Referral
LD1403,Bhopal,SRM University,4th,Data Science,LinkedIn
LD1404,Pune,MIT Pune,1st,Machine Learning,WhatsApp
LD1405,Trivandrum,NIT Trichy,3rd,Data Science,Google Form
LD1406,Trivandrum,NIT Trichy,1st,Machine Learning,College Collaboration
LD1407,Trivandrum,ABC Institute,1st,Machine Learning,Instagram
LD1408,Patna,Shiv Nadar University,2nd,Electric Vehicle,Mass-Mailing
LD1409,Kolkata,IISc Bangalore,2nd,Electric Vehicle,Google Form
LD1410,Pune,Manipal University,3rd,Cyber Security,Email
LD1411,Chennai,Amity University,1st,Cloud Computing,Facebook
LD1412,Bangalore,Bharati Vidyapeeth,1st,Robotics,Email
LD1413,Chennai,Manipal University,4th,Cyber Security,Mass-Mailing
LD1414,Bhopal,NIT Trichy,1st,AI,Facebook
LD1415,Nagpur,VIT Vellore,2nd,Data Science,LinkedIn
LD1416,Jaipur,MIT Pune,3rd,Cloud Computing,LinkedIn
LD1417,Ahmedabad,XYZ University,3rd,Robotics,WhatsApp
LD1418,Hyderabad,Shivaji University,2nd,Cloud Computing,Facebook
LD1419,Mumbai,VIT Vellore,3rd,Machine Learning,Mass-Mailing
LD1420,Chandigarh,University of Delhi,2nd,Electric Vehicle,Mass-Mailing
LD1421,Jaipur,MIT Pune,3rd,Electric Vehicle,Instagram
LD1422,Coimbatore,BITS Pilani,1st,Electric Vehicle,Google Form
LD1423,Chennai,NIT Warangal,3rd,Robotics,Referral
LD1424,Jaipur,BITS Pilani,1st,Robotics,LinkedIn
LD1425,Nagpur,Jamia Millia Islamia,1st,Robotics,Instagram
LD1426,Jaipur,SRM University,3rd,Robotics,Facebook
LD1427,Jaipur,VIT Vellore,2nd,Cyber Security,Mass-Mailing
LD1428,Visakhapatnam,Amity University,2nd,Machine Learning,College Collaboration
LD1429,Visakhapatnam,VIT Vellore,2nd,AI,Mass-Mailing
LD1430,Trivandrum,XYZ University,3rd,Cyber Security,WhatsApp
LD1431,Surat,SP College,4th,Data Science,College Collaboration
LD1432,Hyderabad,NIT Trichy,4th,Data Science,Email
LD1433,Ahmedabad,XYZ University,4th,Cyber Security,WhatsApp
LD1434,Bhopal,NIT Warangal,1st,Robotics,Mass-Mailing
LD1435,Hyderabad,SP College,1st,Machine Learning,College Collaboration
LD1436,Mumbai,IISc Bangalore,2nd,Cyber Security,College Collaboration
LD1437,Jaipur,XYZ University,2nd,Electric Vehicle,LinkedIn
LD1438,Trivandrum,Amity University,4th,AI,Referral
LD1439,Delhi,NIT Warangal,1st,AI,Instagram
LD1440,Lucknow,IIT Bombay,3rd,Electric Vehicle,College Collaboration
LD1441,Kolkata,Jadavpur University,3rd,Machine Learning,Facebook
LD1442,Lucknow,Manipal University,1st,Cloud Computing,WhatsApp
LD1443,Delhi,Amity University,2nd,Robotics,Mass-Mailing
LD1444,Delhi,University of Delhi,3rd,Cyber Security,Facebook
LD1445,Vadodara,MIT Pune,2nd,Machine Learning,College Collaboration
LD1446,Jaipur,Shiv Nadar University,2nd,Cloud Computing,Instagram
LD1447,Nagpur,IIT Delhi,1st,Electric Vehicle,College Collaboration
LD1448,Lucknow,Jamia Millia Islamia,2nd,Electric Vehicle,WhatsApp
LD1449,Bangalore,VIT Vellore,1st,Cyber Security,Mass-Mailing
LD1450,Trivandrum,ABC Institute,3rd,Cyber Security,Email
LD1451,Bangalore,NIT Trichy,1st,Machine Learning,Instagram
LD1452,Kolkata,VIT Vellore,3rd,Machine Learning,WhatsApp
LD1453,Visakhapatnam,ABC Institute,2nd,AI,WhatsApp
LD1454,Delhi,Bharati Vidyapeeth,4th,AI,Mass-Mailing
LD1455,Surat,BITS Pilani,4th,Electric Vehicle,Google Form
LD1456,Lucknow,SP College,3rd,Electric Vehicle,WhatsApp
LD1457,Kolkata,University of Delhi,3rd,Cloud Computing,Mass-Mailing
LD1458,Surat,SRM University,4th,Machine Learning,Referral
LD1459,Jaipur,XYZ University,2nd,Electric Vehicle,WhatsApp
LD1460,Delhi,Amity University,4th,Electric Vehicle,College Collaboration
LD1461,Kolkata,SRM University,4th,Robotics,Facebook
LD1462,Bhopal,Amity University,3rd,Robotics,Referral
LD1463,Pune,VIT Vellore,4th,Data Science,Google Form
LD1464,Lucknow,Amity University,2nd,AI,Mass-Mailing
LD1465,Mumbai,University of Delhi,3rd,Electric Vehicle,Google Form
LD1466,Delhi,MIT Pune,4th,Electric Vehicle,WhatsApp
LD1467,Coimbatore,Manipal University,2nd,Data Science,Referral
LD1468,Bangalore,VIT Vellore,1st,Robotics,Referral
LD1469,Delhi,Bharati Vidyapeeth,2nd,AI,Mass-Mailing
LD1470,Delhi,University of Delhi,4th,Electric Vehicle,College Collaboration
LD1471,Surat,XYZ University,2nd,Cyber Security,College Collaboration
LD1472,Indore,Shiv Nadar University,1st,Data Science,Instagram
LD1473,Patna,Jadavpur University,2nd,Robotics,Google Form
LD1474,Nagpur,MIT Pune,3rd,Electric Vehicle,Google Form
LD1475,Ahmedabad,MIT Pune,3rd,AI,Mass-Mailing
LD1476,Chandigarh,SRM University,3rd,Robotics,LinkedIn
LD1477,Mumbai,Shivaji University,2nd,Robotics,College Collaboration
LD1478,Hyderabad,MIT Pune,2nd,Cyber Security,College Collaboration
LD1479,Pune,ABC Institute,3rd,Data Science,Email
LD1480,Chandigarh,IIT Delhi,4th,Electric Vehicle,Mass-Mailing
LD1481,Bangalore,IIT Delhi,3rd,Robotics,WhatsApp
LD1482,Vadodara,Manipal University,2nd,Cloud Computing,WhatsApp
LD1483,Chennai,MIT Pune,1st,Robotics,WhatsApp
LD1484,Chandigarh,Jadavpur University,1st,Cyber Security,Facebook
LD1485,Trivandrum,VIT Vellore,2nd,Data Science,Referral
LD1486,Jaipur,NIT Warangal,4th,Robotics,Referral
LD1487,Nagpur,University of Delhi,2nd,Data Science,WhatsApp
LD1488,Indore,NIT Warangal,3rd,Robotics,College Collaboration
LD1489,Vadodara,VIT Vellore,4th,Machine Learning,WhatsApp
LD1490,Vadodara,NIT Warangal,1st,Robotics,Google Form
LD1491,Surat,Bharati Vidyapeeth,2nd,Data Science,Google Form
LD1492,Indore,Shivaji University,4th,Cloud Computing,Instagram
LD1493,Kolkata,NIT Trichy,1st,Machine Learning,College Collaboration
LD1494,Chandigarh,BITS Pilani,1st,Cloud Computing,Facebook
LD1495,Bhopal,ABC Institute,3rd,Cloud Computing,Facebook
LD1496,Hyderabad,MIT Pune,1st,Electric Vehicle,Google Form
LD1497,Bhopal,Amity University,2nd,Robotics,Instagram
LD1498,Mumbai,Bharati Vidyapeeth,1st,Robotics,Facebook
LD1499,Nagpur,Jamia Millia Islamia,1st,Machine Learning,Mass-Mailing
LD1500,Visakhapatnam,SP College,3rd,Robotics,Mass-Mailing
LD1501,Visakhapatnam,Amity University,4th,Cloud Computing,Facebook
LD1502,Chandigarh,NIT Warangal,1st,Machine Learning,WhatsApp
LD1503,Chandigarh,XYZ University,3rd,Cyber Security,Referral
LD1504,Lucknow,Amity University,4th,Cloud Computing,Facebook
LD1505,Chennai,University of Delhi,2nd,Robotics,Email
LD1506,Trivandrum,SRM University,2nd,AI,Email
LD1507,Bhopal,MIT Pune,2nd,Electric Vehicle,Referral
LD1508,Hyderabad,MIT Pune,2nd,Electric Vehicle,Mass-Mailing
LD1509,Nagpur,NIT Warangal,3rd,Cloud Computing,Facebook
LD1510,Hyderabad,NIT Trichy,3rd,Cloud Computing,Facebook
LD1511,Bangalore,Manipal University,1st,AI,LinkedIn
LD1512,Hyderabad,Amity University,3rd,Data Science,Mass-Mailing
LD1513,Jaipur,IIT Bombay,1st,Electric Vehicle,WhatsApp
LD1514,Kolkata,University of Delhi,3rd,Cyber Security,Facebook
LD1515,Coimbatore,University of Delhi,2nd,Cyber Security,Mass-Mailing
LD1516,Mumbai,XYZ University,2nd,Cyber Security,Referral
LD1517,Hyderabad,Jamia Millia Islamia,2nd,Cyber Security,Mass-Mailing
LD1518,Chandigarh,VIT Vellore,4th,AI,Referral
LD1519,Coimbatore,MIT Pune,1st,Cyber Security,WhatsApp
LD1520,Indore,Manipal University,3rd,Data Science,Facebook
LD1521,Surat,Manipal University,4th,Robotics,LinkedIn
LD1522,Indore,XYZ University,1st,Cyber Security,Email
LD1523,Vadodara,Jamia Millia Islamia,2nd,AI,Facebook
LD1524,Delhi,XYZ University,2nd,Machine Learning,Mass-Mailing
LD1525,Patna,VIT Vellore,4th,Machine Learning,College Collaboration
LD1526,Bangalore,NIT Trichy,2nd,Cloud Computing,College Collaboration
LD1527,Surat,ABC Institute,2nd,Machine Learning,Referral
LD1528,Nagpur,IIT Delhi,1st,Data Science,Facebook
LD1529,Patna,Jadavpur University,4th,Robotics,WhatsApp
LD1530,Delhi,BITS Pilani,4th,Cyber Security,Referral
LD1531,Ahmedabad,Bharati Vidyapeeth,2nd,Cyber Security,Facebook
LD1532,Patna,SP College,2nd,Cyber Security,Email
LD1533,Chennai,SP College,1st,Data Science,College Collaboration
LD1534,Chandigarh,Shiv Nadar University,3rd,AI,LinkedIn
LD1535,Pune,University of Delhi,3rd,Electric Vehicle,College Collaboration
LD1536,Pune,Amity University,3rd,Machine Learning,College Collaboration
LD1537,Chennai,NIT Trichy,1st,Cloud Computing,LinkedIn
LD1538,Coimbatore,IIT Bombay,1st,Data Science,WhatsApp
LD1539,Coimbatore,Bharati Vidyapeeth,4th,AI,Instagram
LD1540,Bangalore,BITS Pilani,2nd,AI,College Collaboration
LD1541,Nagpur,Bharati Vidyapeeth,3rd,AI,College Collaboration
LD1542,Mumbai,IIT Bombay,4th,AI,Mass-Mailing
LD1543,Indore,MIT Pune,3rd,Electric Vehicle,Email
LD1544,Mumbai,Jadavpur University,1st,Cloud Computing,Referral
LD1545,Lucknow,IIT Bombay,4th,Robotics,Facebook
LD1546,Vadodara,NIT Warangal,4th,AI,LinkedIn
LD1547,Trivandrum,Shivaji University,4th,Cloud Computing,WhatsApp
LD1548,Indore,MIT Pune,4th,Data Science,Facebook
LD1549,Mumbai,Shiv Nadar University,2nd,Data Science,Facebook
LD1550,Chandigarh,Bharati Vidyapeeth,3rd,Cloud Computing,Email
LD1551,Coimbatore,Shiv Nadar University,4th,Electric Vehicle,WhatsApp
LD1552,Pune,IIT Bombay,4th,Cyber Security,Facebook
LD1553,Indore,BITS Pilani,4th,Cyber Security,Instagram
LD1554,Visakhapatnam,Shiv Nadar University,4th,Data Science,Facebook
LD1555,Ahmedabad,Jamia Millia Islamia,2nd,Cloud Computing,Facebook
LD1556,Vadodara,NIT Warangal,4th,Electric Vehicle,Mass-Mailing
LD1557,Ahmedabad,NIT Warangal,3rd,Robotics,Email
LD1558,Trivandrum,Jamia Millia Islamia,2nd,AI,Instagram
LD1559,Hyderabad,BITS Pilani,4th,Robotics,Instagram
LD1560,Visakhapatnam,ABC Institute,4th,Cyber Security,Facebook
LD1561,Hyderabad,NIT Trichy,1st,AI,College Collaboration
LD1562,Hyderabad,SP College,4th,AI,Email
LD1563,Hyderabad,Jamia Millia Islamia,1st,AI,Facebook
LD1564,Indore,Bharati Vidyapeeth,4th,Robotics,Instagram
LD1565,Chandigarh,Manipal University,4th,Electric Vehicle,Email
LD1566,Bhopal,University of Delhi,4th,Machine Learning,Facebook
LD1567,Kolkata,Jadavpur University,1st,Cyber Security,Mass-Mailing
LD1568,Kolkata,Jadavpur University,3rd,Electric Vehicle,Referral
LD1569,Lucknow,Amity University,2nd,Data Science,LinkedIn
LD1570,Surat,NIT Warangal,1st,Electric Vehicle,Email
LD1571,Trivandrum,Jadavpur University,3rd,Cyber Security,College Collaboration
LD1572,Patna,Manipal University,2nd,Data Science,College Collaboration
LD1573,Patna,Manipal University,4th,Electric Vehicle,College Collaboration
LD1574,Surat,Shiv Nadar University,1st,AI,Google Form
LD1575,Coimbatore,SRM University,2nd,Cloud Computing,Facebook
LD1576,Mumbai,Manipal University,1st,Cloud Computing,College Collaboration
LD1577,Patna,MIT Pune,1st,Electric Vehicle,Referral
LD1578,Ahmedabad,SRM University,3rd,Electric Vehicle,LinkedIn
LD1579,Jaipur,Jadavpur University,1st,Electric Vehicle,Facebook
LD1580,Visakhapatnam,Shivaji University,3rd,Cloud Computing,College Collaboration
LD1581,Kolkata,Bharati Vidyapeeth,3rd,Cloud Computing,WhatsApp
LD1582,Mumbai,VIT Vellore,1st,Cyber Security,Facebook
LD1583,Trivandrum,Jadavpur University,4th,Robotics,LinkedIn
LD1584,Visakhapatnam,XYZ University,4th,Cyber Security,Mass-Mailing
LD1585,Hyderabad,Jamia Millia Islamia,3rd,Machine Learning,Referral
LD1586,Visakhapatnam,Amity University,3rd,Electric Vehicle,Instagram
LD1587,Surat,MIT Pune,4th,Robotics,Mass-Mailing
LD1588,Chandigarh,IIT Bombay,1st,Electric Vehicle,WhatsApp
LD1589,Ahmedabad,XYZ University,2nd,Cyber Security,LinkedIn
LD1590,Jaipur,Manipal University,3rd,Machine Learning,WhatsApp
LD1591,Chandigarh,IIT Delhi,2nd,Robotics,College Collaboration
LD1592,Surat,ABC Institute,2nd,Cloud Computing,College Collaboration
LD1593,Indore,BITS Pilani,4th,Data Science,Facebook
LD1594,Bangalore,BITS Pilani,2nd,Robotics,Instagram
LD1595,Bhopal,Jamia Millia Islamia,4th,Robotics,Google Form
LD1596,Jaipur,IISc Bangalore,4th,Data Science,Referral
LD1597,Nagpur,IIT Bombay,4th,AI,Google Form
LD1598,Nagpur,XYZ University,2nd,Cloud Computing,Facebook
LD1599,Delhi,ABC Institute,2nd,Electric Vehicle,WhatsApp
LD1600,Vadodara,Bharati Vidyapeeth,2nd,Machine Learning,Referral
LD1601,Chandigarh,University of Delhi,4th,Electric Vehicle,WhatsApp
LD1602,Nagpur,IIT Bombay,2nd,Cloud Computing,Instagram
LD1603,Vadodara,NIT Trichy,4th,AI,College Collaboration
LD1604,Kolkata,NIT Trichy,3rd,Cloud Computing,Mass-Mailing
LD1605,Lucknow,BITS Pilani,2nd,AI,WhatsApp
LD1606,Hyderabad,VIT Vellore,2nd,Data Science,Mass-Mailing
LD1607,Nagpur,IIT Bombay,2nd,Data Science,LinkedIn
LD1608,Patna,Bharati Vidyapeeth,1st,Cyber Security,Facebook
LD1609,Bhopal,Jadavpur University,4th,AI,College Collaboration
LD1610,Kolkata,IISc Bangalore,4th,Data Science,Mass-Mailing
LD1611,Nagpur,IISc Bangalore,4th,Cloud Computing,LinkedIn
LD1612,Kolkata,IISc Bangalore,3rd,Electric Vehicle,Referral
LD1613,Visakhapatnam,Jamia Millia Islamia,3rd,Electric Vehicle,Google Form
LD1614,Vadodara,Shiv Nadar University,3rd,Cloud Computing,Facebook
LD1615,Surat,Shivaji University,3rd,AI,WhatsApp
LD1616,Ahmedabad,Shivaji University,1st,Machine Learning,Facebook
LD1617,Lucknow,MIT Pune,2nd,Data Science,Facebook
LD1618,Mumbai,VIT Vellore,1st,Data Science,Mass-Mailing
LD1619,Surat,University of Delhi,4th,Data Science,Referral
LD1620,Nagpur,IISc Bangalore,1st,Electric Vehicle,Referral
LD1621,Jaipur,Jamia Millia Islamia,2nd,AI,College Collaboration
LD1622,Kolkata,IIT Delhi,2nd,Electric Vehicle,Referral
LD1623,Jaipur,NIT Trichy,1st,Cloud Computing,Email
LD1624,Nagpur,NIT Warangal,2nd,Cloud Computing,Google Form
LD1625,Trivandrum,NIT Warangal,4th,Data Science,Instagram
LD1626,Bhopal,Jadavpur University,4th,Machine Learning,Mass-Mailing
LD1627,Coimbatore,IIT Delhi,4th,Machine Learning,Email
LD1628,Jaipur,University of Delhi,2nd,Cyber Security,Referral
LD1629,Ahmedabad,Shiv Nadar University,3rd,Cloud Computing,Google Form
LD1630,Lucknow,SRM University,2nd,AI,Google Form
LD1631,Coimbatore,Jadavpur University,4th,Cyber Security,Referral
LD1632,Nagpur,IIT Bombay,2nd,AI,Referral
LD1633,Mumbai,Amity University,3rd,Cyber Security,Facebook
LD1634,Indore,IISc Bangalore,1st,Robotics,College Collaboration
LD1635,Hyderabad,NIT Warangal,4th,Cyber Security,Mass-Mailing
LD1636,Hyderabad,University of Delhi,3rd,Cyber Security,LinkedIn
LD1637,Vadodara,IIT Bombay,2nd,Electric Vehicle,Google Form
LD1638,Vadodara,NIT Warangal,2nd,Robotics,College Collaboration
LD1639,Mumbai,Shivaji University,1st,Cloud Computing,LinkedIn
LD1640,Visakhapatnam,VIT Vellore,1st,AI,Google Form
LD1641,Mumbai,VIT Vellore,3rd,Electric Vehicle,Email
LD1642,Hyderabad,IIT Bombay,2nd,Cyber Security,LinkedIn
LD1643,Nagpur,IIT Delhi,4th,AI,Referral
LD1644,Mumbai,SRM University,3rd,Cloud Computing,Referral
LD1645,Pune,BITS Pilani,2nd,Cyber Security,Google Form
LD1646,Trivandrum,Shiv Nadar University,4th,AI,WhatsApp
LD1647,Nagpur,BITS Pilani,2nd,Cloud Computing,WhatsApp
LD1648,Chandigarh,Jadavpur University,2nd,AI,Email
LD1649,Coimbatore,Jamia Millia Islamia,2nd,Data Science,College Collaboration
LD1650,Trivandrum,NIT Warangal,3rd,Data Science,Referral
LD1651,Chennai,SRM University,3rd,Electric Vehicle,WhatsApp
LD1652,Kolkata,XYZ University,3rd,Cyber Security,Google Form
LD1653,Bangalore,ABC Institute,4th,Robotics,Referral
LD1654,Lucknow,MIT Pune,1st,Robotics,Referral
LD1655,Bangalore,Shivaji University,4th,Robotics,College Collaboration
LD1656,Bangalore,Manipal University,1st,Electric Vehicle,Instagram
LD1657,Bangalore,Bharati Vidyapeeth,3rd,AI,Facebook
LD1658,Kolkata,NIT Warangal,3rd,Cyber Security,Referral
LD1659,Vadodara,University of Delhi,3rd,Electric Vehicle,Google Form
LD1660,Chandigarh,IIT Delhi,3rd,Cloud Computing,Mass-Mailing
LD1661,Jaipur,BITS Pilani,1st,Electric Vehicle,Mass-Mailing
LD1662,Indore,Amity University,1st,Robotics,WhatsApp
LD1663,Visakhapatnam,Shiv Nadar University,1st,AI,Google Form
LD1664,Visakhapatnam,SRM University,3rd,AI,Instagram
